date,precip-mm,precip-taf,snow-taf,swe-taf,inflow_unreg-af,rain-taf
2021-12-16,1.1704319715499878,4.211772285977438,3.0384908155269104,539.1942044191446,9795.70703125,1.1732814704505277
2021-12-17,10.746028900146484,34.7523703663417,25.34858140673423,562.1221015706136,9256.3486328125,9.403788959607471
2021-12-18,24.043170928955078,88.39754845103724,54.37110642455061,624.3866048601476,8992.7314453125,34.02644202648663
2021-12-19,21.29806137084961,76.89997851138824,58.32497001492076,683.9906867214568,8544.591796875,18.575008496467483
2021-12-20,132.7354736328125,453.4920786333139,3.9752353905191145,677.3317485460386,76047.0390625,449.5168432427948
2021-12-21,127.25234985351562,457.4664356429775,1.8466897606849668,710.2292868723957,234947.59375,455.61974588229253
2021-12-22,50.318580627441406,164.78973911413925,36.05085800684157,766.8622546218077,226551.203125,128.7388811072977
2021-12-23,2.0330159664154053,8.70181345899551,5.535160001373932,781.4736724365414,91913.78125,3.1666534576215772
2021-12-24,0.4307839870452881,1.5236217333828062,0.9068210260835434,781.8359451800003,49129.99609375,0.6168007072992627
2021-12-25,7.38327169418335,27.675564700688852,6.5140746804460035,790.906723162741,33087.90234375,21.161490020242848
